,windowSize,participant,filtered,samples,coefficient,RMSE,actualMean,actualStDev,predMean,predStDev
183,15,2,True,1546,0.8537425699242605,0.5868001858707365,0.95532558385143,1.1240005430735718,0.9864752292633057,0.9884644746780396
184,15,3,False,3150,0.15006387532679005,1.2516839730062133,0.808973557159068,1.0082390346547558,0.22253800928592682,0.6299984455108643
185,15,3,True,634,0.8162408704794946,0.659130465129249,0.6870662585982013,0.8310257851446791,0.9995436072349548,1.0043866634368896
186,15,4,False,3150,0.5065554856256121,1.0270425680086848,0.8093121814680478,1.0084920232507422,0.2851247489452362,0.665656566619873
187,15,4,True,956,0.8880156678571691,0.5503622673921035,1.0216876002784554,1.1535602369486704,0.917680561542511,0.9207772612571716
188,15,5,False,3150,0.5019546326830638,0.993509742119594,0.8092486894083402,1.0087017443491355,0.5175243616104126,0.8816114664077759
189,15,5,True,1460,0.8361084083298249,0.6192709555383592,0.9226027550966772,1.106905382796565,1.0095696449279785,1.0105273723602295
190,15,6,False,3150,0.3760239495801911,1.174346302116766,0.8095449855237726,1.0097027990790084,0.10097914189100266,0.42060035467147827
191,15,6,True,344,0.9469988883743213,0.5564569427486763,1.1906976828048395,1.2650198540379427,0.9246636033058167,0.9264344573020935
192,15,7,False,3150,0.6877384977075502,0.7770036175280578,0.8081481600233487,1.006089366026286,0.6072502732276917,0.8649032115936279
193,15,7,True,1944,0.8763882641138279,0.5327875065253266,0.9586076941034554,1.0991616706620044,0.9152365922927856,0.9213718771934509
194,15,8,False,3150,0.37611844009005035,0.9412413826897397,0.36167196443629646,0.7950693138217502,0.5952953100204468,0.8362974524497986
195,15,8,True,834,0.8910850583550621,0.5217313567167003,0.9864108883719936,1.1090100530637523,0.8872566223144531,0.8930801153182983
196,15,9,False,3150,0.405477112123807,0.993372070593287,0.3810582079206194,0.811070423279112,0.6662572622299194,0.9253352284431458
197,15,9,True,898,0.884705871189427,0.5217839189787083,0.9899777446962678,1.1193351672101972,0.9874407649040222,0.9901222586631775
198,15,10,False,3150,0.6566226082370766,0.8267335082644606,0.8845079526565378,0.9894066176159876,0.7822493314743042,0.9905081987380981
199,15,10,True,2272,0.8619440942821235,0.5576558415359767,0.9068955561526539,1.0558371444111954,1.0172897577285767,1.0206764936447144
200,15,11,False,3150,0.6891141444630279,0.8125533507707539,0.8844444604359922,0.9884026048094591,0.5584192872047424,0.8834543228149414
201,15,11,True,1800,0.8971719890955329,0.4835265984146568,0.9790740917457474,1.0946938991763355,0.9772337675094604,0.9780493378639221
202,15,12,False,3150,0.5322036110875408,0.9971748284909387,0.8849100693516315,0.9909104590724289,0.578149676322937,0.9706123471260071
203,15,12,True,1580,0.8591435303345379,0.6071502316278162,0.9216455860511411,1.0856854678259769,1.0976028442382812,1.1030478477478027
204,15,13,False,3150,0.5493960670899635,1.003125214155092,0.8840846722490258,0.9894326978052264,0.361387699842453,0.7662146687507629
205,15,13,True,1148,0.8966593778027786,0.5044973631969025,1.016027893027362,1.1366584649470715,0.9916125535964966,0.9929576516151428
206,15,14,False,3150,0.4019759005224191,1.1002974429707546,0.884465624753918,0.9883115742156042,0.4045834243297577,0.7990698218345642
207,15,14,True,1092,0.8812480598543175,0.527387903851359,0.9800976935105447,1.1153217227686563,0.9921525120735168,0.9925500750541687
208,15,15,False,3150,-0.10008926152984961,1.3721902365729608,0.8847619211460863,0.9895560067296202,0.13697201013565063,0.49619126319885254
209,15,15,True,208,0.7782648140273936,0.7254236475072197,0.5724359097389075,0.713969926865374,0.9652408957481384,0.9691140055656433
210,15,16,False,3150,-0.09761740269366444,1.3724195279209277,0.8847619211460863,0.9895560067296202,0.1376706212759018,0.4996403455734253
211,15,16,True,208,0.7767614530032835,0.7504928728892568,0.5724359097389075,0.713969926865374,0.9859368205070496,0.9905514121055603
212,15,17,False,3150,0.6475691586870418,0.945701567148344,1.0746031901595139,1.0814520069975597,0.670257568359375,0.9278202652931213
213,15,17,True,2126,0.8895220370945962,0.5405766976997545,1.0396049056738363,1.1673968029235398,0.9760070443153381,0.9776794910430908
